"Course","Area B","Writing","Area C","Area E","Quant. Relationships","IGETC Category","AHI","Area D","Area F","Ethnicity","Euro Trad","World Cult","Area G"
"FR 101",0,0,0,0,0,0,0,0,0,0,0,0,1
"FR 111",0,0,0,0,0,0,0,1,0,0,0,0,0
"FR 147",0,1,0,0,0,0,0,0,0,0,0,0,1
"FR 148",0,1,0,0,0,0,0,0,0,0,0,0,1
"FR 149",0,1,0,1,0,0,0,0,0,0,0,0,1
"FR 151",0,0,0,0,0,0,0,1,0,0,0,1,0
"FR 153",0,1,0,0,0,0,0,0,0,0,0,0,1
"FR 154",0,0,0,0,0,0,0,1,0,0,0,1,0
"FR 155",0,1,0,1,0,0,0,0,0,0,0,0,1
"FR 156",0,1,0,0,0,0,0,0,1,0,0,0,0
"FR 3",1,0,0,0,0,0,0,0,0,0,0,0,0
"FR 4",1,0,0,0,0,0,0,0,0,0,0,0,0
"FR 40",0,0,1,1,0,0,0,0,0,0,0,0,0
"FR 5",1,0,0,0,0,0,0,0,0,0,0,0,0
"FR 50",0,0,0,1,0,0,0,0,0,0,1,0,0
"FR 6",1,0,0,0,0,0,0,0,0,0,0,0,0
"GEOG 108",0,0,0,0,0,0,0,1,0,0,0,0,0
"GEOG 12",0,0,1,0,0,0,0,0,0,0,0,0,0
"GEOG 140",0,1,0,0,0,0,0,0,0,0,0,0,0
"GEOG 148",0,1,0,0,0,0,0,0,0,0,0,0,0
"GEOG 150",0,0,0,0,0,0,0,1,0,0,0,0,0
"GEOG 2",0,0,0,0,0,0,0,1,0,0,0,1,0
"GEOG 20",0,0,0,0,0,0,0,1,0,0,0,0,0
"GEOG 3",0,0,1,0,0,1,0,0,0,0,0,0,0
"GEOG 4",0,0,1,0,0,1,0,0,0,0,0,0,0
"GEOG 5",0,0,0,0,0,0,0,1,0,0,0,0,0
"GEOG 8",0,1,1,0,1,1,0,0,0,0,0,0,0
"GEOG W 12",0,0,1,0,0,0,0,0,0,0,0,0,0
"GEOG W 8",0,1,1,0,1,0,0,0,0,0,0,0,0
"GER 111",0,1,0,1,0,0,0,0,0,0,1,0,0
"GER 112",0,1,0,1,0,0,0,0,0,0,1,0,0
"GER 115",0,1,0,0,0,0,0,0,0,0,0,0,1
"GER 116",0,1,0,1,0,0,0,0,0,0,0,0,1
"GER 143",0,1,0,0,0,0,0,0,0,0,0,0,1
"GER 151",0,1,0,0,0,0,0,0,0,0,0,0,1
"GER 164",0,1,0,0,0,0,0,0,0,0,0,0,1
"GER 177",0,1,0,1,0,0,0,0,0,0,0,0,1
"GER 179",0,1,0,1,0,0,0,0,0,0,0,0,1
"GER 183",0,1,0,0,0,0,0,0,1,0,0,0,0
"GER 187",0,1,0,0,0,0,0,0,0,0,0,0,1
"GER 3",1,0,0,0,0,0,0,0,0,0,0,0,0
"GER 35",0,1,0,1,0,0,0,0,0,0,0,0,0
"GER 4",1,0,0,0,0,0,0,0,0,0,0,0,0
"GER 43",0,1,0,1,0,0,0,0,0,0,0,0,0
"GER 5",1,0,0,0,0,0,0,0,0,0,0,0,0
"GER 55",0,1,0,0,0,0,0,0,1,0,0,0,0
"GER 6",1,0,0,0,0,0,0,0,0,0,0,0,0
"GER 95",1,0,0,0,0,0,0,0,0,0,0,0,0
"GLOBL 1",0,0,0,1,0,0,0,0,0,0,0,1,0
"GLOBL 180",0,1,0,0,0,0,0,0,0,0,0,0,0
"GLOBL 2",0,0,0,0,0,0,0,1,0,0,0,0,0
"GLOBL 60",1,0,0,0,0,0,0,0,0,0,0,0,0
"GREEK 100",0,0,0,0,0,0,0,0,0,0,1,0,1
"GREEK 101",0,0,0,0,0,0,0,0,0,0,1,0,1
"GREEK 3",1,0,0,0,0,0,0,0,0,0,0,0,0
"HEB 114",0,1,0,0,0,0,0,0,0,0,0,0,1
"HEB 3",1,0,0,0,0,0,0,0,0,0,0,0,0
"HEB 4",1,0,0,0,0,0,0,0,0,0,0,0,0
"HEB 5",1,0,0,0,0,0,0,0,0,0,0,0,0
"HEB 6",1,0,0,0,0,0,0,0,0,0,0,0,0
"HIST 104",0,1,0,1,0,0,0,0,0,0,0,0,0
"HIST 105",0,0,0,0,0,0,1,1,0,0,0,0,0
"HIST 106",0,1,0,1,0,0,0,0,0,0,0,0,0
"HIST 107",0,0,0,1,0,0,0,0,0,0,0,0,0
"HIST 11",0,1,0,0,0,0,1,1,0,1,0,0,0
"HIST 114",0,1,0,1,0,0,0,0,0,0,0,0,0
"HIST 117",0,1,0,0,0,0,0,1,0,0,0,0,0
"HIST 123",0,1,0,0,0,0,0,0,0,0,0,0,0
"HIST 133",0,0,0,1,0,0,0,0,0,0,0,0,0
"HIST 140",0,1,0,1,0,0,0,0,0,0,1,0,0
"HIST 142",0,0,0,0,0,0,1,0,0,0,0,0,0
"HIST 144",0,1,0,0,0,0,0,1,0,1,0,0,0
"HIST 146",0,0,0,0,0,0,0,0,0,0,0,1,0
"HIST 155",0,1,0,0,0,0,0,0,0,0,0,0,0
"HIST 156",0,1,0,0,0,0,0,0,0,0,0,1,0
"HIST 157",0,1,0,0,0,0,0,0,0,0,0,0,0
"HIST 159",0,1,0,0,0,0,1,1,0,0,0,0,0
"HIST 160",0,0,0,0,0,0,1,0,0,1,0,0,0
"HIST 161",0,0,0,0,0,0,1,1,0,1,0,0,0
"HIST 164",0,1,0,1,0,0,1,0,0,0,0,0,0
"HIST 165",0,0,0,0,0,0,1,0,0,0,0,0,0
"HIST 166",0,0,0,0,0,0,1,0,0,0,0,0,0
"HIST 167",0,1,0,0,0,0,0,1,0,0,0,0,0
"HIST 168",0,0,0,0,0,0,1,1,0,1,0,0,0
"HIST 169",0,0,0,0,0,0,1,0,0,0,0,0,0
"HIST 17",0,1,0,0,0,0,1,1,0,0,0,0,0
"HIST 171",0,1,0,1,0,0,0,0,0,0,0,0,0
"HIST 172",0,1,0,0,0,0,1,1,0,0,0,0,0
"HIST 173",0,0,0,0,0,0,1,0,0,0,0,0,0
"HIST 175",0,0,0,0,0,0,1,1,0,0,0,0,0
"HIST 176",0,0,0,0,0,0,1,0,0,0,0,0,0
"HIST 177",0,0,0,0,0,0,1,0,0,0,0,0,0
"HIST 178",0,0,0,0,0,0,1,0,0,0,0,0,0
"HIST 179",0,1,0,0,0,0,1,0,0,1,0,0,0
"HIST 182",0,1,0,1,0,0,0,0,0,0,0,1,0
"HIST 184",0,1,0,1,0,0,0,0,0,0,0,1,0
"HIST 185",0,1,0,1,0,0,0,0,0,0,0,1,0
"HIST 187",0,1,0,1,0,0,0,0,0,0,0,1,0
"HIST 188",0,1,0,1,0,0,0,1,0,0,0,1,0
"HIST 189",0,1,0,1,0,0,0,0,0,0,0,1,0
"HIST 2",0,1,0,1,0,0,0,0,0,0,1,0,0
"HIST 20",0,1,0,1,0,0,0,0,0,0,0,0,0
"HIST 25",0,1,0,0,0,0,0,1,0,0,0,1,0
"HIST 28",0,0,0,1,0,0,0,0,0,0,0,0,0
"HIST 4",0,1,0,1,0,0,0,0,0,0,1,0,0
"HIST 46",0,1,0,1,0,0,0,0,0,0,0,1,0
"HIST 49",0,1,0,1,0,0,0,0,0,0,0,1,0
"HIST 5",0,1,0,0,0,0,0,1,0,0,0,0,0
"HIST 56",0,1,0,0,0,0,0,0,0,0,0,1,0
"HIST 7",0,1,0,0,0,0,0,1,0,0,0,0,0
"HIST 74",0,1,0,1,0,0,0,1,0,0,0,0,0
"HIST 8",0,1,0,1,0,0,0,0,0,0,0,0,0
"HIST 80",0,1,0,1,0,0,0,0,0,0,0,1,0
"HIST 87",0,1,0,1,0,0,0,0,0,0,0,1,0
"HIST 88",0,1,0,1,0,0,0,0,0,0,0,1,0
"HIST W 2",0,1,0,1,0,0,0,0,0,0,1,0,0
"HIST W 4",0,1,0,1,0,0,0,0,0,0,1,0,0
"HIST W 80",0,1,0,1,0,0,0,0,0,0,0,1,0
"INT 137",0,1,0,0,0,0,0,0,0,0,0,0,0
"INT 35",0,1,1,1,0,0,0,0,0,0,0,0,0
"INT 36",0,1,0,0,0,0,0,0,0,0,0,0,0
"INT W 20",0,1,0,0,0,0,0,0,0,0,0,0,0
"ITAL 101",0,0,0,0,0,0,0,0,0,0,0,0,1
"ITAL 102",0,0,0,0,0,0,0,0,0,0,0,0,1
"ITAL 111",0,0,0,0,0,0,0,0,0,0,0,0,1
"ITAL 114",0,1,0,0,0,0,0,0,0,0,0,0,1
"ITAL 124",0,0,0,0,0,0,0,0,1,0,0,0,0
"ITAL 126",0,0,0,0,0,0,0,0,0,0,0,0,1
"ITAL 138",0,0,0,1,0,0,0,0,0,0,0,0,0
"ITAL 142",0,1,0,0,0,0,0,0,0,0,0,0,1
"ITAL 144",0,1,0,1,0,0,0,0,0,0,0,0,1
"ITAL 161",0,1,0,0,0,0,0,1,0,0,0,0,0
"ITAL 178",0,0,0,0,0,0,0,0,1,0,0,0,0
"ITAL 179",0,0,0,0,0,0,0,0,1,0,0,0,1
"ITAL 180",0,0,0,0,0,0,0,0,1,0,0,0,0
"ITAL 189",0,0,0,1,0,0,0,0,0,0,1,0,0
"ITAL 20",0,0,0,1,0,0,0,0,0,0,0,0,0
"ITAL 3",1,0,0,0,0,0,0,0,0,0,0,0,0
"ITAL 4",1,0,0,0,0,0,0,0,0,0,0,0,0
"ITAL 5",1,0,0,0,0,0,0,0,0,0,0,0,0
"ITAL 6",1,0,0,0,0,0,0,0,0,0,0,0,0
"JAPAN 112",0,1,0,0,0,0,0,0,0,0,0,1,1
"JAPAN 115",0,0,0,0,0,0,0,0,0,0,0,1,1
"JAPAN 134",0,0,0,0,0,0,0,0,1,0,0,1,0
"JAPAN 149",0,0,0,0,0,0,0,0,1,0,0,1,0
"JAPAN 159",0,1,0,0,0,0,0,0,1,0,0,1,0
"JAPAN 162",0,1,0,1,0,0,0,1,0,0,0,1,0
"JAPAN 164",0,0,0,1,0,0,0,0,0,0,0,1,0
"JAPAN 165",0,1,0,1,0,0,0,0,0,0,0,1,0
"JAPAN 167",0,1,0,0,0,0,0,0,0,0,0,0,0
"JAPAN 17",0,0,0,0,0,0,0,0,0,0,0,1,0
"JAPAN 186",0,1,0,0,0,0,0,0,0,0,0,0,0
"JAPAN 25",0,1,0,0,0,0,0,1,0,0,0,1,0
"JAPAN 3",1,0,0,0,0,0,0,0,0,0,0,0,0
"JAPAN 4",1,0,0,0,0,0,0,0,0,0,0,0,0
"JAPAN 5",1,0,0,0,0,0,0,0,0,0,0,0,0
"JAPAN 6",1,0,0,0,0,0,0,0,0,0,0,0,0
"JAPAN 63",0,0,0,0,0,0,0,1,0,0,0,1,0
"JAPAN 80",0,1,0,0,0,0,0,0,0,0,0,1,1
"KOR 113",0,0,0,0,0,0,0,0,0,0,0,1,1
"KOR 182",0,1,0,1,0,0,0,0,0,0,0,1,0
"KOR 3",1,0,0,0,0,0,0,0,0,0,0,0,0
"KOR 4",1,0,0,0,0,0,0,0,0,0,0,0,0
"KOR 5",1,0,0,0,0,0,0,0,0,0,0,0,0
"KOR 6",1,0,0,0,0,0,0,0,0,0,0,0,0
"KOR 75",0,0,0,0,0,0,0,0,1,0,0,1,0
"LAIS 10",0,1,0,0,0,0,0,0,0,0,0,1,0
"LAIS 100",0,1,0,0,0,0,0,0,0,0,0,1,0
"LAIS 101",0,1,0,1,0,0,0,0,0,0,0,0,0
"LAIS 102",0,1,0,0,0,0,0,0,0,0,0,0,1
"LAIS 156",0,1,0,0,0,0,0,0,0,0,0,1,0
"LATIN 100",0,0,0,0,0,0,0,0,0,0,1,0,1
"LATIN 101",0,0,0,0,0,0,0,0,0,0,1,0,1
"LATIN 3",1,0,0,0,0,0,0,0,0,0,0,0,0
"LING 106",0,0,1,0,0,0,0,0,0,0,0,0,0
"LING 113",0,1,0,0,0,0,0,0,0,0,0,0,0
"LING 130",0,0,0,0,0,0,0,1,0,0,0,0,0
"LING 131",0,1,0,0,0,0,0,0,0,0,0,0,0
"LING 132",0,1,0,0,0,0,0,1,0,0,0,0,0
"LING 136",0,1,0,0,0,0,0,1,0,1,0,0,0
"LING 137",0,1,0,0,0,0,0,0,0,0,0,0,0
"LING 138",0,1,0,0,0,0,0,0,0,0,0,0,0
"LING 15",0,0,1,1,0,0,0,0,0,0,0,0,0
"LING 170",0,1,0,0,0,0,0,1,0,0,0,0,0
"LING 180",0,1,0,0,0,0,0,1,0,1,0,0,0
"LING 185",0,0,1,0,1,0,0,0,0,0,0,0,0
"LING 187",0,1,0,0,0,0,0,1,0,1,0,0,0
"LING 20",0,0,0,0,0,0,0,1,0,0,0,0,0
"LING 30",0,1,0,1,0,0,0,0,0,0,1,0,0
"LING 36",0,0,0,1,0,0,0,1,0,1,0,0,0
"LING 50",0,0,0,1,0,0,0,0,0,0,0,0,0
"LING 70",0,1,0,0,0,0,0,1,0,0,0,0,0
"LING 80",0,0,0,1,0,0,0,0,0,0,0,1,0
"MATH 2",0,0,1,0,1,0,0,0,0,0,0,0,0
"MATH 3",0,0,1,0,1,0,0,0,0,0,0,0,0
"MATH 34",0,0,1,0,1,0,0,0,0,0,0,0,0
"MATRL 10",0,1,1,0,0,1,0,0,0,0,0,0,0
"MCDB 1",0,0,1,0,0,1,0,0,0,0,0,0,0
"MCDB 149",0,1,0,0,0,0,0,0,0,0,0,0,0
"MCDB 20",0,0,1,0,0,1,0,0,0,0,0,0,0
"MCDB 21",0,0,1,0,0,1,0,0,0,0,0,0,0
"MCDB 23",0,0,1,0,0,1,0,0,0,0,0,0,0
"MCDB 24",0,0,1,0,0,1,0,0,0,0,0,0,0
"MCDB 26",0,0,1,0,0,1,0,0,0,0,0,0,0
"MCDB 29",0,0,1,0,0,1,0,0,0,0,0,0,0
"MES 45",0,0,0,1,0,0,0,0,0,0,0,1,0
"MS 27",0,1,0,0,0,0,1,1,0,0,0,0,0
"MUS 10",0,1,0,0,0,0,0,0,0,0,1,0,0
"MUS 11",0,0,0,0,0,0,0,0,1,0,0,0,0
"MUS 113",0,1,0,0,0,0,0,0,1,0,0,0,0
"MUS 114",0,1,0,0,0,0,0,0,1,0,0,0,0
"MUS 115",0,1,0,0,0,0,0,0,1,0,0,0,0
"MUS 116",0,0,0,0,0,0,0,0,1,0,0,0,0
"MUS 118",0,1,0,0,0,0,0,0,1,0,0,0,0
"MUS 119",0,1,0,0,0,0,0,0,1,0,0,0,0
"MUS 15",0,1,0,0,0,0,0,0,1,0,0,0,0
"MUS 16",0,1,0,0,0,0,0,0,1,0,0,0,0
"MUS 17",0,0,0,0,0,0,0,0,1,0,0,0,0
"MUS 175",0,1,0,0,0,0,0,1,0,0,0,1,0
"MUS 187",0,1,0,0,0,0,0,0,0,0,0,0,1
"MUS 3",0,1,0,0,0,0,0,0,1,0,0,0,0
"PHIL 1",0,1,0,1,0,0,0,0,0,0,0,0,0
"PHIL 100",0,1,0,1,0,0,0,0,0,0,0,0,0
"PHIL 112",0,1,0,1,0,0,0,0,0,0,0,0,0
"PHIL 183",0,0,1,0,0,0,0,0,0,0,0,0,0
"PHIL 20",0,1,0,1,0,0,0,0,0,0,1,0,0
"PHIL 3",0,0,0,1,0,0,0,0,0,0,0,0,0
"PHIL 4",0,1,0,1,0,0,0,0,0,0,0,0,0
"PHIL 7",0,1,0,0,0,0,0,0,0,0,0,0,0
"PHYS 1",0,0,1,0,1,1,0,0,0,0,0,0,0
"PHYS 10",0,0,1,0,1,1,0,0,0,0,0,0,0
"PHYS 128",0,1,0,0,0,0,0,0,0,0,0,0,0
"PHYS 13",0,1,0,0,0,0,0,0,0,0,0,0,0
"PHYS 2",0,0,0,0,1,0,0,0,0,0,0,0,0
"PHYS 21",0,0,1,0,1,1,0,0,0,0,0,0,0
"PHYS 3",0,0,0,0,1,0,0,0,0,0,0,0,0
"PHYS 4",0,0,0,0,1,0,0,0,0,0,0,0,0
"PHYS 5",0,0,0,0,1,0,0,0,0,0,0,0,0
"PHYS 6",0,0,1,0,1,1,0,0,0,0,0,0,0
"POL S 1",0,1,0,0,0,0,0,0,0,0,0,0,0
"POL S 114",0,1,0,0,0,0,0,0,0,0,0,0,0
"POL S 115",0,1,0,0,0,0,1,1,0,0,0,0,0
"POL S 12",0,1,0,0,0,0,1,1,0,0,0,0,0
"POL S 121",0,1,0,0,0,0,0,1,0,0,0,0,0
"POL S 127",0,1,0,0,0,0,1,0,0,0,0,0,0
"POL S 145",0,1,0,0,0,0,0,1,0,0,0,0,0
"POL S 150",0,0,0,0,0,0,0,1,0,0,0,0,0
"POL S 151",0,0,0,0,0,0,1,1,0,0,0,0,0
"POL S 152",0,0,0,0,0,0,1,0,0,0,0,0,0
"POL S 153",0,0,0,0,0,0,1,0,0,0,0,0,0
"POL S 155",0,1,0,0,0,0,1,1,0,0,0,0,0
"POL S 157",0,0,0,0,0,0,1,0,0,0,0,0,0
"POL S 158",0,0,0,0,0,0,1,0,0,0,0,0,0
"POL S 162",0,0,0,0,0,0,1,0,0,0,0,0,0
"POL S 165",0,0,0,0,0,0,1,0,0,0,0,0,0
"POL S 180",0,0,0,0,0,0,1,0,0,0,0,0,0
"POL S 185",0,0,0,0,0,0,1,0,0,0,0,0,0
"POL S 7",0,1,0,0,0,0,0,0,0,0,0,0,0
"POL SW 121",0,1,0,0,0,0,0,1,0,0,0,0,0
"PORT 105",0,0,0,0,0,0,0,0,0,0,0,0,1
"PORT 106",0,0,0,0,0,0,0,0,0,0,0,0,1
"PORT 115",0,0,0,0,0,0,0,0,0,0,0,0,1
"PORT 116",0,0,0,0,0,0,0,0,0,0,0,0,1
"PORT 125",0,1,0,1,0,0,0,0,0,0,0,0,0
"PORT 16",1,0,0,0,0,0,0,0,0,0,0,0,0
"PORT 3",1,0,0,0,0,0,0,0,0,0,0,0,0
"PORT 31",0,0,0,0,0,0,0,0,0,0,0,0,1
"PORT 4",1,0,0,0,0,0,0,0,0,0,0,0,0
"PORT 5",1,0,0,0,0,0,0,0,0,0,0,0,0
"PORT 6",1,0,0,0,0,0,0,0,0,0,0,0,0
"PSTAT 5",0,0,1,0,1,0,0,0,0,0,0,0,0
"PSY 1",0,0,0,0,0,0,0,1,0,0,0,0,0
"PSY 10",0,1,0,0,0,0,0,0,0,0,0,0,0
"PSY 102",0,0,0,0,0,0,0,1,0,0,0,0,0
"PSY 105",0,0,0,0,0,0,0,1,0,0,0,0,0
"PSY 106",0,0,1,0,0,0,0,0,0,0,0,0,0
"PSY 108",0,0,1,0,0,0,0,0,0,0,0,0,0
"PSY 111",0,1,0,0,0,0,0,0,0,0,0,0,0
"PSY 117",0,1,0,0,0,0,0,0,0,0,0,0,0
"PSY 118",0,1,0,0,0,0,0,0,0,0,0,0,0
"PSY 120",0,1,0,0,0,0,0,0,0,0,0,0,0
"PSY 129",0,0,1,0,0,0,0,0,0,0,0,0,0
"PSY 138",0,1,0,0,0,0,0,0,0,0,0,0,0
"PSY 150",0,1,0,0,0,0,0,0,0,0,0,0,0
"PSY 155",0,1,0,0,0,0,0,0,0,0,0,0,0
"PSY 159",0,0,0,0,0,0,0,1,0,0,0,0,0
"PSY 183",0,0,0,0,0,0,0,1,0,0,0,0,0
"PSY 90",0,1,0,0,0,0,0,0,0,0,0,0,0
"RG ST 1",0,1,0,1,0,0,0,0,0,0,0,0,0
"RG ST 10",1,0,0,0,0,0,0,0,0,0,0,0,0
"RG ST 106",0,1,0,0,0,0,0,0,0,0,0,0,0
"RG ST 11",1,0,0,0,0,0,0,0,0,0,0,0,0
"RG ST 110",0,1,0,0,0,0,0,0,0,1,0,0,0
"RG ST 114",0,1,0,0,0,0,0,0,0,0,0,0,1
"RG ST 115",0,0,0,0,0,0,0,1,0,0,0,0,0
"RG ST 116",0,1,0,1,0,0,0,0,0,0,0,0,0
"RG ST 119",0,0,0,1,0,0,0,0,0,0,0,0,0
"RG ST 12",0,0,0,1,0,0,0,0,0,0,0,0,0
"RG ST 123",0,1,0,1,0,0,0,0,0,1,0,0,0
"RG ST 124",0,0,0,0,0,0,0,1,0,1,0,0,0
"RG ST 126",0,1,0,1,0,0,0,0,0,0,0,0,0
"RG ST 127",0,1,0,0,0,0,0,0,0,0,0,0,0
"RG ST 129",0,0,0,0,0,0,0,0,0,0,0,1,1
"RG ST 130",0,1,0,1,0,0,0,0,0,0,0,0,0
"RG ST 131",0,0,0,0,0,0,0,1,0,0,0,1,0
"RG ST 133",0,1,0,1,0,0,0,0,0,0,0,1,0
"RG ST 136",0,0,0,1,0,0,0,0,0,0,0,0,0
"RG ST 138",0,1,0,1,0,0,0,0,0,0,0,1,0
"RG ST 14",0,1,0,0,0,0,1,1,0,1,0,0,0
"RG ST 140",0,1,0,0,0,0,0,0,0,0,0,1,0
"RG ST 141",0,1,0,0,0,0,0,1,0,0,0,0,0
"RG ST 145",0,1,0,0,0,0,0,0,0,0,0,0,0
"RG ST 147",0,1,0,0,0,0,0,1,0,0,0,0,0
"RG ST 149",0,0,0,1,0,0,0,0,0,0,0,0,0
"RG ST 15",0,1,0,0,0,0,0,1,0,0,0,0,0
"RG ST 151",0,1,0,0,0,0,1,1,0,0,0,0,0
"RG ST 152",0,1,0,0,0,0,1,1,0,0,0,0,0
"RG ST 156",0,0,0,0,0,0,0,1,0,0,0,1,0
"RG ST 157",1,0,0,0,0,0,0,0,0,0,0,0,0
"RG ST 158",1,0,0,0,0,0,0,0,0,0,0,0,0
"RG ST 159",1,0,0,0,0,0,0,0,0,0,0,0,0
"RG ST 160",0,0,0,0,0,0,0,0,0,0,0,1,0
"RG ST 162",0,0,0,0,0,0,0,0,0,0,0,1,0
"RG ST 164",0,0,0,1,0,0,0,0,0,0,0,1,0
"RG ST 166",0,1,0,0,0,0,0,0,0,0,0,1,0
"RG ST 167",0,1,0,0,0,0,0,0,0,0,0,0,0
"RG ST 169",0,0,0,0,0,0,0,0,0,0,0,1,0
"RG ST 17",1,0,0,0,0,0,0,0,0,0,0,0,0
"RG ST 18",0,0,0,1,0,0,0,0,0,0,0,0,0
"RG ST 183",0,0,0,1,0,0,0,0,0,0,0,1,0
"RG ST 19",0,1,0,1,0,0,0,0,0,0,0,1,0
"RG ST 193",0,1,0,0,0,0,0,0,0,1,0,0,0
"RG ST 20",0,0,0,1,0,0,0,0,0,0,0,1,0
"RG ST 21",0,1,0,1,0,0,0,0,0,0,0,1,0
"RG ST 25",0,0,0,1,0,0,0,0,0,0,1,0,0
"RG ST 28",0,0,0,1,0,0,0,0,0,0,0,0,0
"RG ST 3",0,1,0,1,0,0,0,0,0,0,0,1,0
"RG ST 30",1,0,0,0,0,0,0,0,0,0,0,0,0
"RG ST 31",0,0,0,1,0,0,0,0,0,0,0,1,0
"RG ST 32",0,0,0,1,0,0,0,0,0,0,0,1,0
"RG ST 34",0,0,0,1,0,0,0,0,0,0,1,0,0
"RG ST 35",0,1,0,0,0,0,0,1,0,0,0,0,0
"RG ST 4",0,1,0,1,0,0,0,0,0,0,0,1,0
"RG ST 5",0,1,0,1,0,0,0,0,0,0,0,0,0
"RG ST 57",1,0,0,0,0,0,0,0,0,0,0,0,0
"RG ST 58",1,0,0,0,0,0,0,0,0,0,0,0,0
"RG ST 6",0,0,0,1,0,0,0,0,0,0,0,1,0
"RG ST 60",1,0,0,0,0,0,0,0,0,0,0,0,0
"RG ST 61",0,0,0,1,0,0,0,0,0,1,0,0,0
"RG ST 62",0,0,0,1,0,0,0,0,0,1,0,0,0
"RG ST 65",1,0,0,0,0,0,0,0,0,0,0,0,0
"RG ST 7",0,1,0,0,0,0,1,1,0,0,0,0,0
"RG ST 71",0,0,0,1,0,0,0,0,0,1,0,0,0
"RG ST 80",0,1,0,1,0,0,0,0,0,0,1,0,0
"RG ST 82",0,1,0,1,0,0,0,0,0,0,0,1,0
"RG ST 84",0,1,0,0,0,0,0,0,0,0,0,1,0
"RUSS 3",1,0,0,0,0,0,0,0,0,0,0,0,0
"RUSS 4",1,0,0,0,0,0,0,0,0,0,0,0,0
"RUSS 5",1,0,0,0,0,0,0,0,0,0,0,0,0
"RUSS 6",1,0,0,0,0,0,0,0,0,0,0,0,0
"SHS 121",0,0,1,0,1,0,0,0,0,0,0,0,0
"SHS 50",0,1,0,0,0,0,0,0,0,0,0,0,0
"SLAV 117",0,0,0,0,0,0,0,0,0,0,0,0,1
"SLAV 123",0,0,0,0,0,0,0,0,0,0,0,0,1
"SLAV 130",0,0,0,1,0,0,0,0,1,0,0,0,0
"SLAV 151",0,1,0,0,0,0,0,0,0,0,0,0,1
"SLAV 152",0,1,0,0,0,0,0,1,0,0,0,0,0
"SLAV 164",0,1,0,0,0,0,0,0,0,0,0,0,1
"SLAV 33",0,0,0,1,0,0,0,0,0,0,0,0,0
"SLAV 35",0,1,0,0,0,0,0,0,0,0,1,0,1
"SOC 1",0,0,0,0,0,0,0,1,0,0,0,0,0
"SOC 128",0,1,0,0,0,0,0,0,0,1,0,0,0
"SOC 130",0,1,0,0,0,0,0,0,0,0,0,1,0
"SOC 131",0,0,0,0,0,0,0,1,0,0,0,0,0
"SOC 134",0,1,0,0,0,0,0,1,0,0,0,0,0
"SOC 137",0,1,0,0,0,0,1,0,0,1,0,0,0
"SOC 140",0,0,0,0,0,0,1,0,0,0,0,0,0
"SOC 144",0,1,0,0,0,0,1,1,0,1,0,0,0
"SOC 152",0,0,0,0,0,0,0,1,0,0,0,0,0
"SOC 153",0,1,0,0,0,0,0,1,0,1,0,0,0
"SOC 154",0,1,0,0,0,0,0,0,0,0,0,0,0
"SOC 155",0,0,0,0,0,0,1,0,0,0,0,0,0
"SOC 156",0,1,0,0,0,0,0,0,0,0,0,0,0
"SOC 157",0,0,0,0,0,0,1,0,0,0,0,0,0
"SOC 170",0,1,0,0,0,0,0,0,0,0,0,0,0
"SOC 176",0,1,0,0,0,0,0,0,0,0,0,0,0
"SPAN 120",0,1,0,0,0,0,0,0,0,0,0,0,1
"SPAN 126",0,0,0,0,0,0,0,0,1,0,0,0,0
"SPAN 131",0,0,0,0,0,0,0,0,0,0,0,0,1
"SPAN 135",0,1,0,0,0,0,0,0,0,1,0,0,1
"SPAN 137",0,0,0,0,0,0,0,0,0,0,0,0,1
"SPAN 138",0,0,0,0,0,0,0,0,0,0,0,0,1
"SPAN 139",0,0,0,0,0,0,0,0,0,1,0,0,1
"SPAN 140",0,0,0,0,0,0,0,0,0,0,0,0,1
"SPAN 142",0,1,0,0,0,0,0,0,0,0,0,0,1
"SPAN 153",0,0,0,1,0,0,0,0,0,0,0,0,0
"SPAN 174",0,0,0,0,0,0,0,0,0,0,0,0,1
"SPAN 177",0,0,0,1,0,0,0,0,0,0,0,1,0
"SPAN 178",0,1,0,0,0,0,0,1,0,0,0,1,0
"SPAN 179",0,1,0,0,0,0,0,0,0,1,0,0,1
"SPAN 181",0,1,0,0,0,0,0,0,0,0,0,1,1
"SPAN 25",0,1,0,0,0,0,0,0,0,0,0,0,0
"SPAN 3",1,0,0,0,0,0,0,0,0,0,0,0,0
"SPAN 30",0,0,0,0,0,0,0,0,0,0,0,0,1
"SPAN 31",0,0,0,0,0,0,0,0,0,0,0,0,1
"SPAN 4",1,0,0,0,0,0,0,0,0,0,0,0,0
"SPAN 5",1,0,0,0,0,0,0,0,0,0,0,0,0
"SPAN 6",1,0,0,0,0,0,0,0,0,0,0,0,0
"THTR 1",0,1,0,0,0,0,0,0,0,0,0,0,0
"THTR 143",0,0,0,0,0,0,0,0,1,0,0,0,0
"THTR 180",0,1,0,0,0,0,1,0,1,0,0,0,0
"THTR 181",0,0,0,0,0,0,0,0,1,0,0,0,0
"THTR 182",0,1,0,0,0,0,0,0,1,0,0,0,0
"THTR 184",0,1,0,0,0,0,0,0,1,1,0,0,0
"THTR 185",0,1,0,0,0,0,0,0,0,0,0,0,0
"THTR 188",0,1,0,0,0,0,0,0,1,0,0,0,0
"THTR 2",0,0,0,0,0,0,0,0,1,0,0,1,0
